Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Currency,Amount,Type,Risk Scoring,Shopper Interaction,Shopper Name,Shopper PAN,Shopper IP,Shopper Country,Issuer Name,Issuer Id,Issuer City,Issuer Country,Acquirer Response,Authorisation Code,Shopper Email,Shopper Reference,3D Directory Response,3D Authentication Response,CVC2 Response,AVS Response,Billing Street,Billing House Number / Name,Billing City,Billing Postal Code / ZIP,Billing State / Province,Billing Country,Delivery Street,Delivery House Number / Name,Delivery City,Delivery Postal Code / ZIP,Delivery State / Province,Delivery Country,Acquirer Reference,Payment Method Variant,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077267,visa,6/30/17 21:43,CEST,EUR,59,Payment,1,Ecommerce,John Doe,1977,85.201.206.89,BE,,423608,,BE,APPROVED,78189,johndoe@gmail.com,46343618,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077179,mc,6/30/17 21:43,CEST,NOK,279.3,Payment,0,Ecommerce,John Doe,2093,46.249.230.133,NO,,555014,,NO,APPROVED,228094,johndoe@gmail.com,32888086,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077257,mc,6/30/17 21:43,CEST,EUR,69.95,Payment,40,Ecommerce,John Doe,1074,37.15.104.4,ES,,523254,,DE,APPROVED,312740,johndoe@gmail.com,6927839,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077171,mc,6/30/17 21:42,CEST,EUR,52.47,Payment,40,Ecommerce,John Doe,7009,89.157.139.126,FR,,513284,,FR,APPROVED,326730,johndoe@gmail.com,39946384,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077301,visa,6/30/17 21:42,CEST,EUR,18.9,Payment,0,Ecommerce,John Doe,6014,93.221.207.41,DE,,490744,,DE,APPROVED,421839,johndoe@gmail.com,46349580,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077305,paypal,6/30/17 21:42,CEST,EUR,44.95,Payment,0,Ecommerce,John Doe,,62.42.1.232,ES,,,,,APPROVED,,johndoe@gmail.com,5979429,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077261,visa,6/30/17 21:42,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,8019,46.25.2.17,ES,,476665,,ES,APPROVED,802748,johndoe@gmail.com,30522630,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077260,mc,6/30/17 21:42,CEST,EUR,32.97,Payment,0,Ecommerce,John Doe,7018,88.25.54.196,ES,,540205,,ES,APPROVED,181247,johndoe@gmail.com,27682683,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077160,visa,6/30/17 21:42,CEST,EUR,44.96,Payment,0,Ecommerce,John Doe,7512,81.243.87.187,BE,,445471,,BE,APPROVED,78144,johndoe@gmail.com,32661847,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077236,ideal,6/30/17 21:42,CEST,EUR,39.95,Payment,0,Ecommerce,John Doe,123456789,81.207.235.18,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,15998563,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077149,visa,6/30/17 21:42,CEST,EUR,27.48,Payment,40,Ecommerce,John Doe,7562,92.145.151.174,FR,,497315,,FR,APPROVED,524652,johndoe@gmail.com,35531431,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077241,visa,6/30/17 21:42,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,98,84.85.183.214,NL,,456353,,NL,APPROVED,912272,johndoe@gmail.com,46354459,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077238,mc,6/30/17 21:42,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,9590,151.60.204.11,IT,,531177,,IT,APPROVED,110303,johndoe@gmail.com,3410743,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077148,visa,6/30/17 21:41,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,4851,2.1.55.144,FR,,497203,,FR,NOT_ENOUGH_BALANCE,,johndoe@gmail.com,46354371,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077075,visa,6/30/17 21:41,CEST,EUR,44.95,Payment,40,Ecommerce,John Doe,1528,81.51.208.199,FR,,497040,,FR,APPROVED,627533,johndoe@gmail.com,46350957,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077175,elv,6/30/17 21:41,CEST,EUR,44.96,Payment,0,Ecommerce,John Doe,123456789,93.229.249.85,DE,Sparkasse Mí_rkisches Sauerland,44551210,Hemer,DE,APPROVED,,johndoe@gmail.com,711823,,,0,0,,,,,,,,,,,,,,elv,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077233,visa,6/30/17 21:41,CEST,NOK,300.96,Payment,0,Ecommerce,John Doe,1999,37.44.173.139,NO,,492565,,NO,APPROVED,210860,johndoe@gmail.com,7196038,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077215,visa,6/30/17 21:41,CEST,CZK,1291.46,Payment,0,Ecommerce,John Doe,7357,90.179.27.173,CZ,,446157,,CZ,APPROVED,80756,johndoe@gmail.com,46354423,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077169,visa,6/30/17 21:40,CEST,CHF,89.95,Payment,0,Ecommerce,John Doe,5717,46.127.138.224,CH,,495000,,CH,APPROVED,95829,johndoe@gmail.com,46354522,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077145,mc,6/30/17 21:40,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,5787,93.208.122.53,DE,,523256,,DE,APPROVED,199630,johndoe@gmail.com,37787984,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077225,visa,6/30/17 21:40,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,9104,90.170.193.51,ES,,496626,,ES,APPROVED,209324,johndoe@gmail.com,37275424,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077234,visa,6/30/17 21:40,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,1012,85.127.157.251,AT,,454818,,AT,APPROVED,8011,johndoe@gmail.com,40382298,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077146,ideal,6/30/17 21:40,CEST,EUR,169.95,Payment,0,Ecommerce,John Doe,123456789,37.0.18.251,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,18660085,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077221,paypal,6/30/17 21:39,CEST,EUR,38.47,Payment,0,Ecommerce,John Doe,,91.179.252.170,BE,,,,,APPROVED,,johndoe@gmail.com,1828553,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077220,visa,6/30/17 21:39,CEST,EUR,69.95,Payment,0,Ecommerce,John Doe,5102,178.27.16.180,DE,,490638,,DE,APPROVED,5488,johndoe@gmail.com,5623130,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077216,mc,6/30/17 21:39,CEST,CZK,1291.46,Payment,0,Ecommerce,John Doe,4128,88.83.173.58,CZ,,510142,,CZ,APPROVED,812139,johndoe@gmail.com,46353699,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077218,visa,6/30/17 21:39,CEST,EUR,27.98,Payment,40,Ecommerce,John Doe,3289,85.168.208.43,FR,,415059,,FR,APPROVED,21561,johndoe@gmail.com,33946963,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077115,mc,6/30/17 21:39,CEST,CHF,69.97,Payment,0,Ecommerce,John Doe,1788,85.3.25.195,CH,,530826,,CH,APPROVED,154351,johndoe@gmail.com,46353321,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077141,paypal,6/30/17 21:39,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,,93.0.234.252,FR,,,,,APPROVED,,johndoe@gmail.com,42072875,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077163,mc,6/30/17 21:38,CEST,EUR,55.97,Payment,1,Ecommerce,John Doe,6749,109.130.89.195,BE,,544036,,BE,APPROVED,77939,johndoe@gmail.com,33052293,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077167,visa,6/30/17 21:38,CEST,EUR,44.95,Payment,41,Ecommerce,John Doe,4,90.42.55.26,FR,,497887,,FR,APPROVED,122516,johndoe@gmail.com,45404212,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077096,ideal,6/30/17 21:38,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,84.82.47.63,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,32661553,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077144,mc,6/30/17 21:38,CEST,NOK,309.98,Payment,0,Ecommerce,John Doe,8458,79.160.105.152,NO,,516026,,NO,APPROVED,594700,johndoe@gmail.com,28640525,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077046,ideal,6/30/17 21:38,CEST,EUR,97.92,Payment,0,Ecommerce,John Doe,123456789,77.163.29.177,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,17491836,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077213,mc,6/30/17 21:38,CEST,CHF,74.95,Payment,0,Ecommerce,John Doe,1241,178.198.99.213,CH,,513659,,CH,APPROVED,75607,johndoe@gmail.com,46354435,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077135,mc,6/30/17 21:38,CEST,NOK,713.27,Payment,0,Ecommerce,John Doe,130,84.211.90.72,NO,,541306,,NO,APPROVED,145943,johndoe@gmail.com,39702816,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077166,visa,6/30/17 21:37,CEST,EUR,189.95,Payment,80,Ecommerce,John Doe,2426,86.200.104.241,FR,,454313,,GB,APPROVED,18573,johndoe@gmail.com,46354475,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077165,visa,6/30/17 21:37,CEST,EUR,37.48,Payment,0,Ecommerce,John Doe,3857,85.22.99.121,DE,,492044,,DE,APPROVED,69269,johndoe@gmail.com,32829019,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077205,visa,6/30/17 21:37,CEST,PLN,305.97,Payment,0,Ecommerce,John Doe,4317,46.169.159.119,PL,,479080,,PL,APPROVED,666,johndoe@gmail.com,42292594,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077098,visa,6/30/17 21:37,CEST,EUR,39.95,Payment,40,Ecommerce,John Doe,8466,90.56.53.122,FR,,497946,,FR,APPROVED,243734,johndoe@gmail.com,46354467,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077099,mc,6/30/17 21:37,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,8066,79.81.131.56,FR,,513283,,FR,APPROVED,436443,johndoe@gmail.com,37303756,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077210,ideal,6/30/17 21:37,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,123456789,86.88.43.239,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,14134960,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077203,visa,6/30/17 21:37,CEST,EUR,37.48,Payment,40,Ecommerce,John Doe,228,79.8.43.182,IT,,434322,,IT,APPROVED,H9I046,johndoe@gmail.com,39511645,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326077124,maestro,6/30/17 21:37,CEST,EUR,23.96,Payment,0,Ecommerce,John Doe,3008,87.64.231.145,BE,,670305,,BE,APPROVED,227973,johndoe@gmail.com,46352642,Y,Y,0,0,,,,,,,,,,,,,,maestro,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077095,mc,6/30/17 21:37,CEST,PLN,223.97,Payment,0,Ecommerce,John Doe,8022,82.16.116.162,GB,,543470,,GB,APPROVED,12346,johndoe@gmail.com,46353621,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077132,mc,6/30/17 21:37,CEST,EUR,49.95,Payment,1,Ecommerce,John Doe,8996,94.224.81.219,BE,,525636,,BE,APPROVED,77826,johndoe@gmail.com,39608082,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077156,ideal,6/30/17 21:36,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,95.97.211.175,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,25803341,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077158,amex,6/30/17 21:36,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,4008,213.10.92.10,NL,,375386,,NL,APPROVED,219841,johndoe@gmail.com,34655152,,,1,22,,,,,,,,,,,,,1.56E+12,amex,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077083,paypal,6/30/17 21:36,CEST,EUR,29.95,Payment,0,Ecommerce,John Doe,,31.19.99.237,DE,,,,,APPROVED,,johndoe@gmail.com,46349105,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326077206,mc,6/30/17 21:36,CEST,EUR,49.95,Payment,40,Ecommerce,John Doe,2202,87.0.139.183,IT,,531154,,IT,APPROVED,108425,johndoe@gmail.com,33886965,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077204,visa,6/30/17 21:36,CEST,EUR,44.95,Payment,0,Ecommerce,John Doe,8025,88.23.253.40,ES,,459988,,ES,APPROVED,186691,johndoe@gmail.com,18813506,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077157,amex,6/30/17 21:35,CEST,EUR,52.47,Payment,40,Ecommerce,John Doe,1009,78.15.38.47,IT,,375289,,IT,APPROVED,245416,johndoe@gmail.com,15295887,,,1,22,,,,,,,,,,,,,1.63E+12,amex,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326076998,visa,6/30/17 21:35,CEST,EUR,55.97,Payment,1,Ecommerce,John Doe,7004,85.26.69.207,BE,,491832,,BE,DECLINED,,johndoe@gmail.com,28124269,,,2,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077048,visa,6/30/17 21:35,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,5560,87.100.201.185,FI,,432466,,FI,APPROVED,336321,johndoe@gmail.com,20732698,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077128,mc,6/30/17 21:35,CEST,SEK,89.95,Payment,0,Ecommerce,John Doe,8105,213.67.236.122,SE,,544481,,SE,APPROVED,598819,johndoe@gmail.com,41149718,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077155,mc,6/30/17 21:35,CEST,DKK,374.95,Payment,0,Ecommerce,John Doe,933,77.68.194.29,DK,,541582,,DK,APPROVED,213543,johndoe@gmail.com,46354433,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326076986,mc,6/30/17 21:35,CEST,SEK,468.97,Payment,0,Ecommerce,John Doe,5695,90.229.252.168,SE,,544313,,SE,APPROVED,122787,johndoe@gmail.com,22227778,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077152,visa,6/30/17 21:35,CEST,NOK,300.96,Payment,0,Ecommerce,John Doe,7461,81.166.229.10,NO,,410651,,NO,APPROVED,3710,johndoe@gmail.com,46354151,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077127,visa,6/30/17 21:35,CEST,EUR,27.48,Payment,40,Ecommerce,John Doe,9193,78.218.232.60,FR,,497843,,FR,APPROVED,325483,johndoe@gmail.com,32811527,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326076993,ideal,6/30/17 21:35,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,86.82.33.97,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,39523570,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077090,mc,6/30/17 21:35,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,6306,109.88.226.180,BE,,520697,,BE,APPROVED,77730,johndoe@gmail.com,35118688,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077154,mc,6/30/17 21:35,CEST,CHF,69.97,Payment,0,Ecommerce,John Doe,128,188.61.12.137,CH,,558484,,CH,APPROVED,59105,johndoe@gmail.com,35791250,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077150,paypal,6/30/17 21:35,CEST,NOK,349.95,Payment,0,Ecommerce,John Doe,,79.160.162.49,NO,,,,,APPROVED,,johndoe@gmail.com,5935119,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.31E+15,326076994,mc,6/30/17 21:34,CEST,EUR,69.95,Payment,0,Ecommerce,John Doe,3709,77.21.252.12,DE,,549003,,DE,APPROVED,420419,johndoe@gmail.com,11423453,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077079,mc,6/30/17 21:34,CEST,EUR,38.47,Payment,40,Ecommerce,John Doe,3963,151.28.22.134,IT,,543251,,IT,APPROVED,16846,johndoe@gmail.com,1938887,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077118,visa,6/30/17 21:33,CEST,EUR,22.9,Payment,0,Ecommerce,John Doe,3387,84.197.139.210,BE,,445471,,BE,APPROVED,77621,johndoe@gmail.com,46338637,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077039,paypal,6/30/17 21:33,CEST,EUR,5.95,Payment,0,Ecommerce,John Doe,,79.237.148.132,DE,,,,,APPROVED,,johndoe@gmail.com,37326263,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077037,paypal,6/30/17 21:33,CEST,EUR,59.95,Payment,0,Ecommerce,John Doe,,94.218.5.43,DE,,,,,APPROVED,,johndoe@gmail.com,46341830,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077040,mc,6/30/17 21:33,CEST,EUR,19.98,Payment,41,Ecommerce,John Doe,287,81.51.0.101,FR,,513742,,FR,APPROVED,990463,johndoe@gmail.com,15940096,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.71E+15,326076990,visa,6/30/17 21:33,CEST,DKK,379,Payment,0,Ecommerce,John Doe,8992,217.157.45.209,DK,,457131,,DK,APPROVED,213326,johndoe@gmail.com,12628709,,,1,0,,,,,,,,,,,,,,visadankort,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077038,mc,6/30/17 21:33,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,3562,83.247.94.87,NL,,524886,,NL,APPROVED,77596,johndoe@gmail.com,32891646,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326077108,mc,6/30/17 21:33,CEST,EUR,44.96,Payment,0,Ecommerce,John Doe,9573,84.170.33.230,DE,,549701,,DE,APPROVED,108247,johndoe@gmail.com,33038983,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077041,mc,6/30/17 21:33,CEST,EUR,39.98,Payment,0,Ecommerce,John Doe,5620,86.86.128.249,NL,,520953,,NL,APPROVED,90999,johndoe@gmail.com,3716697,,,1,0,,,,,,,,,,,,,,mccredit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077082,paypal,6/30/17 21:33,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,,89.15.1.128,DE,,,,,APPROVED,,johndoe@gmail.com,31742964,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077073,visa,6/30/17 21:32,CEST,NOK,399,Payment,0,Ecommerce,John Doe,3486,176.11.165.127,NO,,492505,,NO,APPROVED,356734,johndoe@gmail.com,29848648,,,1,0,,,,,,,,,,,,,,visadebit,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326076981,ideal,6/30/17 21:32,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,77.164.251.101,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,39027782,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.41E+15,326077110,ideal,6/30/17 21:32,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,217.122.232.106,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,40777074,,,0,0,,,,,,,,,,,,,,idealabn,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.71E+15,326077032,paypal,6/30/17 21:32,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,,78.49.103.12,DE,,,,,APPROVED,,johndoe@gmail.com,27772145,,,0,0,,,,,,,,,,,,,,paypal,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326076985,visa,6/30/17 21:32,CEST,EUR,55.97,Payment,40,Ecommerce,John Doe,6441,92.137.163.72,FR,,497534,,FR,APPROVED,530468,johndoe@gmail.com,40154169,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077024,visa,6/30/17 21:32,CEST,EUR,59,Payment,40,Ecommerce,John Doe,4868,88.168.176.63,FR,,497304,,FR,APPROVED,710349,johndoe@gmail.com,28232245,,,1,0,,,,,,,,,,,,,,visacorporate,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.31E+15,326077074,visa,6/30/17 21:32,CEST,EUR,29.95,Payment,0,Ecommerce,John Doe,9877,79.148.250.165,ES,,409015,,ES,APPROVED,320475,johndoe@gmail.com,4416569,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077026,ideal,6/30/17 21:32,CEST,EUR,52.47,Payment,0,Ecommerce,John Doe,123456789,86.86.112.13,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,508730,,,0,0,,,,,,,,,,,,,,idealpostbank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326076983,visa,6/30/17 21:31,CEST,EUR,39.95,Payment,40,Ecommerce,John Doe,2709,90.33.78.250,FR,,497301,,FR,APPROVED,538553,johndoe@gmail.com,33679143,,,1,0,,,,,,,,,,,,,,visaclassic,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.81E+15,326076896,directEbanking,6/30/17 21:31,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,123456789,141.134.184.171,BE,BNP Paribas Fortis,280,,BE,APPROVED,,johndoe@gmail.com,24331819,,,0,0,,,,,,,,,,,,,23931-75200-51D085EC-5935,directEbanking,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077114,visa,6/30/17 21:31,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,2770,82.82.123.143,DE,,457038,,DE,APPROVED,960679,johndoe@gmail.com,13152168,,,1,0,,,,,,,,,,,,,,visagold,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},1.81E+15,326077109,ideal,6/30/17 21:31,CEST,EUR,55.97,Payment,0,Ecommerce,John Doe,123456789,213.46.145.68,NL,,,NOT PROVIDED,NL,APPROVED,,johndoe@gmail.com,30994433,,,0,0,,,,,,,,,,,,,,idealrabobank,,,,,,,,
{yourCompanyAccount},{yourMerchantAccount},4.41E+15,326077065,visa,6/30/17 21:31,CEST,EUR,49.95,Payment,0,Ecommerce,John Doe,8095,82.73.2.117,NL,,456355,,NL,APPROVED,911397,johndoe@gmail.com,31141920,,,1,0,,,,,,,,,,,,,,visabusiness,,,,,,,,
